parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
GW,CAS_7439-97-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-045,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_465-73-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-045,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_34123-59-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.05,ES060MSBT060-045,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7440-09-7,total,water,mg/L,2016,2015-10-01--2016-09-30,0.51,ES060MSBT060-045,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_58-89-9,total,water,ug/L,2016,2015-10-01--2016-09-30,0.0001,ES060MSBT060-045,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2012,2012-01--2012-12,42.2125,LT100100014,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
GW,CAS_41394-05-2,total,water,ug/L,2016,2015-10-01--2016-09-30,0.05,ES060MSBT060-045,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-07-6,total,water,{massRatio},2012,2012-01--2012-12,25.4821,LT100100014,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,1.9471,ES014MSPFES-014-NR-204-000-04-02,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_14797-55-8,total,water,mg{NO3}/L,2016,2015-10-01--2016-09-30,1.45,ES060MSBT060-060,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,EEA_31615-01-7,total,water,mg{N}/L,2016,2015-10-01--2016-09-30,2.0,ES060MSBT060-060,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.9,ES13092,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,0.4165806999999999,ES030MSPF0454010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2009,2009-01--2009-12,0.004134026,ES030MSPF0454010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,96.2,ES030MSPF0454010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,5.0024,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,30.0,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.1333,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,0.4583,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,0.8885,ES014MSPFES-014-NR-088-000-02-00,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,0.088,ES014MSPFES-014-NR-111-025-02-01,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.0203639,ES014MSPFES-014-NR-111-025-02-01,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,1.5772,ES014MSPFES-014-NR-111-025-02-01,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,9.75,ES030MSPF0451010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,3.3333,ES030MSPF0454010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2009,2009-01--2009-12,0.004134026,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,12.325,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,15.4444,ES030MSPF0322010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,12.9697,ES014MSPFES-014-NR-088-000-02-00,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7439-89-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.005,ES010MSBT011-001,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_79-01-6,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0717010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_87-61-6,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0717010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_87-68-3,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0717010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_87-86-5,total,water,ug/L,2015,2015-01-01--2015-12-31,0.05,ES030MSPF0717010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_91-20-3,total,water,ug/L,2015,2015-01-01--2015-12-31,1.84,ES030MSPF0717010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_95-47-6,total,water,ug/L,2015,2015-01-01--2015-12-31,5.0,ES030MSPF0717010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7440-47-3,total,water,ug/L,2016,2015-10-01--2016-09-30,25.0,ES040MSBT000030601,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_7440-50-8,total,water,ug/L,2016,2015-10-01--2016-09-30,100.0,ES040MSBT000030601,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,EEA_31-01-6,total,water,mg{CaCO3}/L,2016,2015-10-01--2016-09-30,296.02,ES040MSBT000030601,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2012,2012-01--2012-12,65.9859,LT100700021,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
GW,CAS_107-06-2,total,water,ug/L,2016,2015-10-01--2016-09-30,1.0,ES060MSBT060-034,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_72-54-8,total,water,ug/L,2016,2015-10-01--2016-09-30,0.005,ES060MSBT060-034,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_72-55-9,total,water,ug/L,2016,2015-10-01--2016-09-30,0.005,ES060MSBT060-034,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_789-02-6,total,water,ug/L,2016,2015-10-01--2016-09-30,0.005,ES060MSBT060-034,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
GW,CAS_50-29-3,total,water,ug/L,2016,2015-10-01--2016-09-30,0.005,ES060MSBT060-034,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-05-5,total,water,mg{N}/L,2012,2012-01--2012-12,1.12875,LT700108102,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,7.2424,ES12121,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.2525,ES030MSPF0428021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,2.3333,ES12117,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,3.2917,ES12117,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.9667,ES030MSPF0430021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,2.1879,ES030MSPF0428021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,15.675,ES030MSPF0428021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.6135446,ES12117,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,72.075,ES12117,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,0.4226,ES030MSPF0430021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,0.589,ES030MSPF0430021,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,57.0,ES13259,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.5146,ES13259,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.0613,ES030MSPF0323011,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2010,2010-01--2010-12,0.01795,IT020766VA,Italy,205.418372203713,13.359018817510336,39653776.0,0.0,297760.25,0.0071022190689591,22.000449286566845,5.363914102587359,2080644597198.96,34.4,7.6,4.3,15.4,22.8,11.6,0.0,3.8,0.0,25.9
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.00361295,RSJMOR_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.2348,RSJMOR_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.0032845,RSVET_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.0756,RSVET_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3121-01-5,total,water,Cel,2008,2008-01--2008-12,14.06,RSTOP_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,1.3,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3142-01-6,total,water,uS/cm,2008,2008-01--2008-12,441.286,RSNIS_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,8.0,RSJMOR_4,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,1.2669,RSJMOR_4,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3142-01-6,total,water,uS/cm,2008,2008-01--2008-12,433.727,RSJMOR_2,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,99.2727,RSJMOR_2,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,8.0636,RSJMOR_2,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,1.9466,RSJMOR_2,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3142-01-6,total,water,uS/cm,2008,2008-01--2008-12,445.273,RSJMOR_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,104.9,RSVET_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,2.9875,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3133-04-8,total,water,mg{O2}/L,2008,2008-01--2008-12,5.71,RSTOP_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.2407,RSTOP_1,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.00624055,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.0097888,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3161-03-3,total,water,mg{N}/L,2008,2008-01--2008-12,0.4667,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.0686,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
RW,EEA_3142-01-6,total,water,uS/cm,2008,2008-01--2008-12,485.588,RSNIS_3,Serbia,79.8376857992225,6.458621609820218,530038.0,0.0,6194.875,0.0106605743396642,21.867101881239144,6.933793361972,41308012849.7895,37.62,5.44,1.38,16.72,13.57,12.73,0.4,0.0,12.14,0.76
